"","species","genus","family","other","ncbi","custom","rank"
"11118","Dendropsophus mathiassoni","Dendropsophus","Hylidae",NA,1,NA,"species"
"11119","Dendropsophus anataliasiasi","Dendropsophus","Hylidae",NA,1,NA,"species"
"11120","Dendropsophus elianeae","Dendropsophus","Hylidae",NA,1,NA,"species"
"11121","Dendropsophus rubicundulus","Dendropsophus","Hylidae",NA,1,NA,"species"
"11122","Dendropsophus araguaya","Dendropsophus","Hylidae",NA,1,NA,"species"
"11123","Dendropsophus cachimbo","Dendropsophus","Hylidae",NA,1,NA,"species"
"11124","Dendropsophus rozenmani","Dendropsophus","Hylidae",NA,1,NA,"species"
"11125","Dendropsophus studerae","Dendropsophus","Hylidae",NA,1,NA,"species"
"11126","Dendropsophus werneri","Dendropsophus","Hylidae",NA,1,NA,"species"
"11127","Dendropsophus schubarti","Dendropsophus","Hylidae",NA,1,NA,"species"
"11128","Dendropsophus nahdereri","Dendropsophus","Hylidae",NA,1,NA,"species"
"11129","Dendropsophus ruschii","Dendropsophus","Hylidae",NA,2,NA,"species"
"11130","Xenohyla eugenioi","Xenohyla","Hylidae",NA,2,NA,"species"
"11131","Dendropsophus acreanus","Dendropsophus","Hylidae",NA,1,NA,"species"
"11132","Dendropsophus melanargyreus","Dendropsophus","Hylidae",NA,2,NA,"species"
"11133","Dendropsophus soaresi","Dendropsophus","Hylidae",NA,2,NA,"species"
"11134","Dendropsophus novaisi","Dendropsophus","Hylidae",NA,1,NA,"species"
"11135","Dendropsophus xapuriensis","Dendropsophus","Hylidae",NA,2,NA,"species"
"11136","Dendropsophus sp. 3 ML-2020","Dendropsophus","Hylidae",NA,1,NA,"species"
"11137","Dendropsophus stingi","Dendropsophus","Hylidae",NA,3,NA,"species"
"11138","Dendropsophus decipiens","Dendropsophus","Hylidae",NA,9,NA,"species"
"11139","Dendropsophus haddadi","Dendropsophus","Hylidae",NA,3,NA,"species"
"11140","Dendropsophus oliveirai","Dendropsophus","Hylidae",NA,3,NA,"species"
"11141","Dendropsophus rossalleni","Dendropsophus","Hylidae",NA,2,NA,"species"
"11142","Dendropsophus sarayacuensis","Dendropsophus","Hylidae",NA,1,NA,"species"
"11143","Dendropsophus ozzyi","Dendropsophus","Hylidae",NA,1,NA,"species"
"11144","Dendropsophus haraldschultzi","Dendropsophus","Hylidae",NA,2,NA,"species"
"11145","Scinax littoralis","Scinax","Hylidae",NA,1,NA,"species"
"11146","Scinax perereca","Scinax","Hylidae",NA,1,NA,"species"
"11147","Nucifraga caryocatactes","Nucifraga","Corvidae",NA,1,NA,"species"
"11148","Percocypris tchangi","Percocypris","Cyprinidae",NA,1,NA,"species"
"11149","Ancistrus temminckii","Ancistrus","Loricariidae",NA,1,NA,"species"
"11150","Treron curvirostra","Treron","Columbidae",NA,1,NA,"species"
"11151","Streptopelia tranquebarica","Streptopelia","Columbidae",NA,1,NA,"species"
"11152","Melanosuchus niger","Melanosuchus","Alligatoridae",NA,1,NA,"species"
"11153","Caiman yacare","Caiman","Alligatoridae",NA,1,NA,"species"
"11154","Caiman crocodilus","Caiman","Alligatoridae",NA,1,NA,"species"
"11155","Caiman latirostris","Caiman","Alligatoridae",NA,1,NA,"species"
"11156","Bovichtus angustifrons","Bovichtus","Bovichtidae",NA,1,NA,"species"
"11157","Racovitzia glacialis","Racovitzia","Bathydraconidae",NA,1,NA,"species"
"11158","Pluvialis squatarola","Pluvialis","Charadriidae",NA,1,NA,"species"
"11159","Hypsiglena affinis","Hypsiglena","Dipsadidae",NA,1,NA,"species"
"11160","Tringa stagnatilis","Tringa","Scolopacidae",NA,1,NA,"species"
"11161","Galloperdix lunulata","Galloperdix","Phasianidae",NA,1,NA,"species"
"11162","Galloperdix spadicea","Galloperdix","Phasianidae",NA,1,NA,"species"
"11163","Perdicula asiatica","Perdicula","Phasianidae",NA,1,NA,"species"
"11164","Sternoptyx diaphana","Sternoptyx","Sternoptychidae",NA,1,NA,"species"
"11165","Allobates aff. magnussoni AR-2020","Allobates","Dendrobatidae",NA,1,NA,"species"
"11166","Allobates crombiei","Allobates","Dendrobatidae",NA,1,NA,"species"
"11167","Allobates aff. tapajos 2 AR-2020","Allobates","Dendrobatidae",NA,1,NA,"species"
"11168","Allobates granti","Allobates","Dendrobatidae",NA,1,NA,"species"
"11169","Allobates marchesianus","Allobates","Dendrobatidae",NA,1,NA,"species"
"11170","Allobates carajas","Allobates","Dendrobatidae",NA,1,NA,"species"
"11171","Allobates conspicuus","Allobates","Dendrobatidae",NA,1,NA,"species"
"11172","Allobates sp. Huanuco","Allobates","Dendrobatidae",NA,1,NA,"species"
"11173","Mannophryne collaris","Mannophryne","Dendrobatidae",NA,1,NA,"species"
"11174","Allobates aff. tapajos 3 AR-2020","Allobates","Dendrobatidae",NA,1,NA,"species"
"11175","Allobates paleovarzensis","Allobates","Dendrobatidae",NA,1,NA,"species"
"11176","Allobates aff. trilineatus 2 AR-2020","Allobates","Dendrobatidae",NA,1,NA,"species"
"11177","Allobates nunciatus","Allobates","Dendrobatidae",NA,1,NA,"species"
"11178","Allobates aff. tapajos 1 AR-2020","Allobates","Dendrobatidae",NA,1,NA,"species"
"11179","Allobates masniger","Allobates","Dendrobatidae",NA,1,NA,"species"
"11180","Allobates grillisimilis","Allobates","Dendrobatidae",NA,1,NA,"species"
"11181","Allobates sp. Neblina","Allobates","Dendrobatidae",NA,1,NA,"species"
"11182","Allobates aff. melanolaemusi AR-2020","Allobates","Dendrobatidae",NA,1,NA,"species"
"11183","Allobates amissibilis","Allobates","Dendrobatidae",NA,1,NA,"species"
"11184","Allobates goianus","Allobates","Dendrobatidae",NA,1,NA,"species"
"11185","Gobio acutipinnatus","Gobio","Gobionidae",NA,1,NA,"species"
"11186","Gobio macrocephalus","Gobio","Gobionidae",NA,1,NA,"species"
"11187","Tachysurus virgatus","Tachysurus","Bagridae",NA,1,NA,"species"
"11188","Carpodacus pulcherrimus","Carpodacus","Fringillidae",NA,1,NA,"species"
"11189","Coregonus hoyi","Coregonus","Salmonidae",NA,1,NA,"species"
"11190","Esox americanus","Esox","Esocidae",NA,1,NA,"species"
"11191","Semotilus corporalis","Semotilus","Leuciscidae",NA,1,NA,"species"
"11192","Esox masquinongy","Esox","Esocidae",NA,1,NA,"species"
"11193","Aenigmachanna gollum","Aenigmachanna","Aenigmachannidae",NA,1,NA,"species"
"11194","Carangoides plagiotaenia","Carangoides","Carangidae",NA,1,NA,"species"
"11195","Grammatorcynus bilineatus","Grammatorcynus","Scombridae",NA,1,NA,"species"
"11196","Chitra vandijki","Chitra","Trionychidae",NA,1,NA,"species"
"11197","Lactoria cornuta","Lactoria","Ostraciidae",NA,1,NA,"species"
"11198","Pagodroma nivea","Pagodroma","Procellariidae",NA,1,NA,"species"
"11199","Crocodylus suchus","Crocodylus","Crocodylidae",NA,1,NA,"species"
"11200","Diopsittaca nobilis","Diopsittaca","Psittacidae",NA,1,NA,"species"
"11201","Squalidus longifilis","Squalidus","Gobionidae",NA,1,NA,"species"
"11202","Fritziana sp. CL-2020","Fritziana","Hemiphractidae",NA,1,NA,"species"
"11203","Hylodes aff. sazimai CL-2020","Hylodes","Hylodidae",NA,1,NA,"species"
"11204",NA,"Proceratophrys","Alsodidae",NA,1,NA,"genus"
"11205","Hylodes lateristrigatus","Hylodes","Hylodidae",NA,3,NA,"species"
"11206","Proceratophrys boiei","Proceratophrys","Alsodidae",NA,2,NA,"species"
"11207","Bokermannohyla gouveai","Bokermannohyla","Hylidae",NA,1,NA,"species"
"11208","Leptodactylus spixi","Leptodactylus","Leptodactylidae",NA,2,NA,"species"
"11209","Cycloramphus brasiliensis","Cycloramphus","Cycloramphidae",NA,1,NA,"species"
"11210","Holoaden luederwaldti","Holoaden","Craugastoridae",NA,2,NA,"species"
"11211","Proceratophrys melanopogon","Proceratophrys","Alsodidae",NA,2,NA,"species"
"11212","Proceratophrys laticeps","Proceratophrys","Alsodidae",NA,1,NA,"species"
"11213","Leptodactylus natalensis","Leptodactylus","Leptodactylidae",NA,2,NA,"species"
"11214",NA,"Hylodes","Hylodidae",NA,1,NA,"genus"
"11215","Cycloramphus lithomimeticus","Cycloramphus","Cycloramphidae",NA,1,NA,"species"
"11216","Bokermannohyla caramaschii","Bokermannohyla","Hylidae",NA,1,NA,"species"
"11217","Hylodes regius","Hylodes","Hylodidae",NA,1,NA,"species"
"11218","Proceratophrys appendiculata","Proceratophrys","Alsodidae",NA,2,NA,"species"
"11219","Crossodactylus gaudichaudii","Crossodactylus","Hylodidae",NA,1,NA,"species"
"11220","Hylodes ornatus","Hylodes","Hylodidae",NA,1,NA,"species"
"11221","Cycloramphus organensis","Cycloramphus","Cycloramphidae",NA,1,NA,"species"
"11222","Proceratophrys mantiqueira","Proceratophrys","Alsodidae",NA,1,NA,"species"
"11223","Crossodactylus timbuhy","Crossodactylus","Hylodidae",NA,1,NA,"species"
"11224","Proceratophrys schirchi","Proceratophrys","Alsodidae",NA,1,NA,"species"
"11225","Hylodes sp. CL-2020","Hylodes","Hylodidae",NA,1,NA,"species"
"11226","Hylodes pipilans","Hylodes","Hylodidae",NA,2,NA,"species"
"11227","Crossodactylus aeneus","Crossodactylus","Hylodidae",NA,2,NA,"species"
"11228","Cycloramphus fuliginosus","Cycloramphus","Cycloramphidae",NA,1,NA,"species"
"11229","Cycloramphus eleutherodactylus","Cycloramphus","Cycloramphidae",NA,1,NA,"species"
"11230","Cycloramphus dubius","Cycloramphus","Cycloramphidae",NA,1,NA,"species"
"11231","Cycloramphus ohausi","Cycloramphus","Cycloramphidae",NA,1,NA,"species"
"11232","Cycloramphus semipalmatus","Cycloramphus","Cycloramphidae",NA,1,NA,"species"
"11233","Hylodes charadranaetes","Hylodes","Hylodidae",NA,1,NA,"species"
"11234","Cycloramphus granulosus","Cycloramphus","Cycloramphidae",NA,1,NA,"species"
"11235","Bathytoshia brevicaudata","Bathytoshia","Dasyatidae",NA,1,NA,"species"
"11236","Homatula pycnolepis","Homatula","Nemacheilidae",NA,1,NA,"species"
"11237","Cynoglossus monopus","Cynoglossus","Cynoglossidae",NA,1,NA,"species"
"11238","Chromis notata","Chromis","Pomacentridae",NA,1,NA,"species"
"11239","Boana balzani","Boana","Hylidae",NA,2,NA,"species"
"11240","Boana buriti","Boana","Hylidae",NA,1,NA,"species"
"11241","Boana callipleura","Boana","Hylidae",NA,2,NA,"species"
"11242","Boana cambui","Boana","Hylidae",NA,1,NA,"species"
"11243","Boana cipoensis","Boana","Hylidae",NA,2,NA,"species"
"11244","Boana freicanecae","Boana","Hylidae",NA,1,NA,"species"
"11245","Boana gladiator","Boana","Hylidae",NA,1,NA,"species"
"11246","Boana goiana","Boana","Hylidae",NA,2,NA,"species"
"11247","Boana jaguariaivensis","Boana","Hylidae",NA,2,NA,"species"
"11248","Boana leptolineata","Boana","Hylidae",NA,3,NA,"species"
"11249","Boana sp. 3 ML-2020","Boana","Hylidae",NA,1,NA,"species"
"11250","Boana sp. 4 ML-2020","Boana","Hylidae",NA,1,NA,"species"
"11251","Boana pulchella","Boana","Hylidae",NA,2,NA,"species"
"11252","Boana stellae","Boana","Hylidae",NA,1,NA,"species"
"11253","Boana stenocephala","Boana","Hylidae",NA,7,NA,"species"
"11254","Parabotia kiangsiensis","Parabotia","Botiidae",NA,1,NA,"species"
"11255","Calotes mystaceus","Calotes","Agamidae",NA,1,NA,"species"
"11256","Prunella rubeculoides","Prunella","Passeridae",NA,1,NA,"species"
"11257","Lagocephalus guentheri","Lagocephalus","Tetraodontidae",NA,1,NA,"species"
"11258","Paralonchurus dumerilii","Paralonchurus","Sciaenidae",NA,1,NA,"species"
"11259","Cacatua alba","Cacatua","Cacatuidae",NA,1,NA,"species"
"11260","Cacatua galerita","Cacatua","Cacatuidae",NA,1,NA,"species"
"11261","Odorrana exiliversabilis","Odorrana","Ranidae",NA,1,NA,"species"
"11262","Ardenna carneipes","Ardenna","Procellariidae",NA,1,NA,"species"
"11263","Ardenna pacifica","Ardenna","Procellariidae",NA,1,NA,"species"
"11264","Triplophysa baotianensis","Triplophysa","Nemacheilidae",NA,1,NA,"species"
"11265","Carcharhinus brachyurus","Carcharhinus","Carcharhinidae",NA,1,NA,"species"
"11266","Rhinella achalensis","Rhinella","Bufonidae",NA,1,NA,"species"
"11267","Rhinella acrolopha","Rhinella","Bufonidae",NA,2,NA,"species"
"11268","Rhinella arborescandens","Rhinella","Bufonidae",NA,1,NA,"species"
"11269","Rhaebo ceratophrys","Rhaebo","Bufonidae",NA,2,NA,"species"
"11270","Rhinella cerradensis","Rhinella","Bufonidae",NA,1,NA,"species"
"11271","Rhinella aff. cerradensis MNHN-Uy 9514","Rhinella","Bufonidae",NA,1,NA,"species"
"11272","Rhinella crucifer","Rhinella","Bufonidae",NA,1,NA,"species"
"11273","Rhinella fissipes","Rhinella","Bufonidae",NA,1,NA,"species"
"11274","Rhinella gallardoi","Rhinella","Bufonidae",NA,1,NA,"species"
"11275","Rhinella hoogmoedi","Rhinella","Bufonidae",NA,1,NA,"species"
"11276","Rhinella horribilis","Rhinella","Bufonidae",NA,1,NA,"species"
"11277","Rhinella inca","Rhinella","Bufonidae",NA,1,NA,"species"
"11278","Rhinella inopina","Rhinella","Bufonidae",NA,1,NA,"species"
"11279","Rhinella justinianoi","Rhinella","Bufonidae",NA,1,NA,"species"
"11280","Rhinella leptoscelis","Rhinella","Bufonidae",NA,1,NA,"species"
"11281","Rhinella lescurei","Rhinella","Bufonidae",NA,1,NA,"species"
"11282","Rhinella lindae","Rhinella","Bufonidae",NA,1,NA,"species"
"11283","Rhinella macrorhina","Rhinella","Bufonidae",NA,1,NA,"species"
"11284","Rhinella magnussoni","Rhinella","Bufonidae",NA,1,NA,"species"
"11285","Rhinella manu","Rhinella","Bufonidae",NA,1,NA,"species"
"11286","Rhinella sp. 3 MP-2021","Rhinella","Bufonidae",NA,1,NA,"species"
"11287","Rhinella sp. 6 MP-2021","Rhinella","Bufonidae",NA,1,NA,"species"
"11288","Rhinella sp. 14 MP-2021","Rhinella","Bufonidae",NA,1,NA,"species"
"11289","Rhinella cf. multiverrucosa MUBI 11455","Rhinella","Bufonidae",NA,1,NA,"species"
"11290","Rhinella ornata","Rhinella","Bufonidae",NA,1,NA,"species"
"11291","Rhinella paraguas","Rhinella","Bufonidae",NA,2,NA,"species"
"11292","Rhinella proboscidea","Rhinella","Bufonidae",NA,1,NA,"species"
"11293","Rhinella sp. 8 MP-2021","Rhinella","Bufonidae",NA,1,NA,"species"
"11294","Rhinella sp. 9 MP-2021","Rhinella","Bufonidae",NA,1,NA,"species"
"11295","Rhinella quechua","Rhinella","Bufonidae",NA,1,NA,"species"
"11296","Rhinella rubropunctata","Rhinella","Bufonidae",NA,1,NA,"species"
"11297","Rhinella spinulosa","Rhinella","Bufonidae",NA,1,NA,"species"
"11298","Rhinella altiperuviana","Rhinella","Bufonidae",NA,2,NA,"species"
"11299","Rhinella trifolium","Rhinella","Bufonidae",NA,1,NA,"species"
"11300","Rhinella tacana","Rhinella","Bufonidae",NA,2,NA,"species"
"11301","Rhinella tenrec","Rhinella","Bufonidae",NA,1,NA,"species"
"11302","Rhinella veraguensis","Rhinella","Bufonidae",NA,1,NA,"species"
"11303","Rhinella veredas","Rhinella","Bufonidae",NA,1,NA,"species"
"11304","Rhinella yanachaga","Rhinella","Bufonidae",NA,2,NA,"species"
"11305","Rhinella iserni","Rhinella","Bufonidae",NA,1,NA,"species"
"11306","Hyporthodus haifensis","Hyporthodus","Serranidae",NA,1,NA,"species"
"11307","Dendropsophus sp. CHPUFRPE5707","Dendropsophus","Hylidae",NA,1,NA,"species"
"11308","Hydrolagus mirabilis","Hydrolagus","Chimaeridae",NA,1,NA,"species"
"11309","Leucostethus bilsa","Leucostethus","Dendrobatidae",NA,1,NA,"species"
"11310","Strophidon sathete","Strophidon","Muraenidae",NA,1,NA,"species"
"11311","Heniochus acuminatus","Heniochus","Chaetodontidae",NA,1,NA,"species"
"11312","Boana beckeri","Boana","Hylidae",NA,1,NA,"species"
"11313","Boana botumirim","Boana","Hylidae",NA,1,NA,"species"
"11314","Boana joaquini","Boana","Hylidae",NA,1,NA,"species"
"11315","Anhinga melanogaster","Anhinga","Anhingidae",NA,1,NA,"species"
"11316","Apogon erythrosoma","Apogon","Apogonidae",NA,1,NA,"species"
"11317","Zapogon isus","Zapogon","Apogonidae",NA,1,NA,"species"
"11318","Apogon fugax","Apogon","Apogonidae",NA,1,NA,"species"
"11319","Chiromantis nongkhorensis","Chiromantis","Rhacophoridae",NA,1,NA,"species"
"11320","Rohanixalus senapatiensis","Rohanixalus","Rhacophoridae",NA,2,NA,"species"
"11321","Rohanixalus shyamrupus","Rohanixalus","Rhacophoridae",NA,2,NA,"species"
"11322","Paramesotriton aurantius","Paramesotriton","Salamandridae",NA,1,NA,"species"
"11323","Laterallus spilonota","Laterallus","Rallidae",NA,1,NA,"species"
"11324","Scaphiophryne matsoko","Scaphiophryne","Microhylidae",NA,1,NA,"species"
"11325","Belligobio pengxianensis","Belligobio","Gobionidae",NA,1,NA,"species"
"11326","Dibranchus sp. YXL-2021","Dibranchus","Ogcocephalidae",NA,1,NA,"species"
"11327","Duttaphrynus stuarti","Duttaphrynus","Bufonidae",NA,1,NA,"species"
"11328","Grallina cyanoleuca","Grallina","Monarchidae",NA,1,NA,"species"
"11329","Oligodon ocellatus","Oligodon","Colubridae",NA,1,NA,"species"
"11330","Oligodon sp.","Oligodon","Colubridae",NA,1,NA,"species"
"11331","Heniochus chrysostomus","Heniochus","Chaetodontidae",NA,1,NA,"species"
"11332","Nesotrochis steganinos","Nesotrochis","Rallidae",NA,1,NA,"species"
"11333","Gnathopogon herzensteini","Gnathopogon","Gobionidae",NA,1,NA,"species"
"11334","Pristimantis sp. MZUA_An1837","Pristimantis","Strabomantidae",NA,1,NA,"species"
"11335","Pristimantis sp. MZUA_An1838","Pristimantis","Strabomantidae",NA,1,NA,"species"
"11336","Pristimantis erythros","Pristimantis","Strabomantidae",NA,1,NA,"species"
"11337","Epinephelus tauvina","Epinephelus","Serranidae",NA,1,NA,"species"
"11338","Euparkerella tridactyla","Euparkerella","Craugastoridae",NA,1,NA,"species"
"11339","Barycholos ternetzi","Barycholos","Craugastoridae",NA,2,NA,"species"
"11340","Silurus grahami","Silurus","Siluridae",NA,1,NA,"species"
"11341",NA,"Diploderma","Agamidae",NA,1,NA,"genus"
"11342","Eremias dzungarica","Eremias","Lacertidae",NA,1,NA,"species"
"11343","Exostoma gaoligongense","Exostoma","Sisoridae",NA,1,NA,"species"
"11344","Leptodactylus fallax","Leptodactylus","Leptodactylidae",NA,1,NA,"species"
"11345","Polypedates impresus","Polypedates","Rhacophoridae",NA,1,NA,"species"
"11346","Falco subbuteo","Falco","Falconidae",NA,1,NA,"species"
"11347","Myanophis thanlyinensis","Myanophis","Homalopsidae",NA,1,NA,"species"
"11348","Aythya nyroca","Aythya","Anatidae",NA,1,NA,"species"
"11349","Paralichthys adspersus","Paralichthys","Paralichthyidae",NA,1,NA,"species"
"11350","Charadrius mongolus","Charadrius","Charadriidae",NA,1,NA,"species"
"11351","Cyprinodon elegans","Cyprinodon","Cyprinodontidae",NA,1,NA,"species"
"11352","Oncorhynchus gilae","Oncorhynchus","Salmonidae",NA,1,NA,"species"
"11353","Hybognathus placitus","Hybognathus","Leuciscidae",NA,1,NA,"species"
"11354","Mycerobas carnipes","Mycerobas","Fringillidae",NA,1,NA,"species"
"11355","Turdus dissimilis","Turdus","Turdidae",NA,1,NA,"species"
"11356","Turnix tanki","Turnix","Turnicidae",NA,1,NA,"species"
"11357","Pseudacris sierra","Pseudacris","Hylidae",NA,1,NA,"species"
"11358","Paroedura bastardi","Paroedura","Gekkonidae",NA,1,NA,"species"
"11359","Paroedura tanjaka","Paroedura","Gekkonidae",NA,1,NA,"species"
"11360","Paroedura neglecta","Paroedura","Gekkonidae",NA,1,NA,"species"
"11361","Paroedura sp. MV-2020","Paroedura","Gekkonidae",NA,1,NA,"species"
"11362","Pseudagkistrodon rudis","Pseudagkistrodon","Colubridae",NA,1,NA,"species"
"11363","Turdus mupinensis","Turdus","Turdidae",NA,1,NA,"species"
"11364","Poropanchax normani","Poropanchax","Procatopodidae",NA,1,NA,"species"
"11365","Nerophis lumbriciformis","Nerophis","Syngnathidae",NA,4,NA,"species"
"11366","Chaetodon speculum","Chaetodon","Chaetodontidae",NA,1,NA,"species"
"11367","Gastrotheca pulchra","Gastrotheca","Hemiphractidae",NA,1,NA,"species"
"11368","Sinosuthora conspicillata","Sinosuthora","Sylviidae",NA,1,NA,"species"
"11369","Careproctus rastrinus","Careproctus","Liparidae",NA,1,NA,"species"
"11370","Pennahia anea","Pennahia","Sciaenidae",NA,1,NA,"species"
"11371","Sinocyclocheilus lingyunensis","Sinocyclocheilus","Cyprinidae",NA,1,NA,"species"
"11372","Cephalopholis miniata","Cephalopholis","Serranidae",NA,1,NA,"species"
"11373","Dicaeum concolor","Dicaeum","Dicaeidae",NA,1,NA,"species"
"11374","Dicaeum agile","Dicaeum","Dicaeidae",NA,1,NA,"species"
"11375","Caranx crysos","Caranx","Carangidae",NA,1,NA,"species"
"11376","Yasuhikotakia splendida","Yasuhikotakia","Botiidae",NA,1,NA,"species"
"11377","Acanthodactylus guineensis","Acanthodactylus","Lacertidae",NA,1,NA,"species"
"11378","Acanthodactylus schmidti","Acanthodactylus","Lacertidae",NA,1,NA,"species"
"11379","Pentanemus quinquarius","Pentanemus","Polynemidae",NA,1,NA,"species"
"11380","Abramites hypselonotus","Abramites","Anostomidae",NA,1,NA,"species"
